areaCode,areaName,areaType,date,newAdmissions,newCasesBySpecimenDate
E92000001,England,nation,2020-04-08,2619,4285
E92000001,England,nation,2020-04-07,2744,4564
E92000001,England,nation,2020-04-06,2679,4366
E92000001,England,nation,2020-04-05,2592,3076
E92000001,England,nation,2020-04-04,2593,3376
E92000001,England,nation,2020-04-03,2564,4079
E92000001,England,nation,2020-04-02,2932,4063
E92000001,England,nation,2020-04-01,3099,4117
E92000001,England,nation,2020-03-31,2447,3780
E92000001,England,nation,2020-03-30,2817,3514
E92000001,England,nation,2020-03-29,2186,2436
E92000001,England,nation,2020-03-28,1873,2368
E92000001,England,nation,2020-03-27,1931,2649
E92000001,England,nation,2020-03-26,1639,2604
E92000001,England,nation,2020-03-25,1755,2258
E92000001,England,nation,2020-03-24,1544,2026
E92000001,England,nation,2020-03-23,1128,2010
E92000001,England,nation,2020-03-22,859,1206
E92000001,England,nation,2020-03-21,777,1027
E92000001,England,nation,2020-03-20,691,1084
E92000001,England,nation,2020-03-19,586,927
E92000001,England,nation,2020-03-18,,908
E92000001,England,nation,2020-03-17,,680
E92000001,England,nation,2020-03-16,,543
E92000001,England,nation,2020-03-15,,396
E92000001,England,nation,2020-03-14,,315
E92000001,England,nation,2020-03-13,,392
E92000001,England,nation,2020-03-12,,415
E92000001,England,nation,2020-03-11,,351
E92000001,England,nation,2020-03-10,,228
E92000001,England,nation,2020-03-09,,125
E92000001,England,nation,2020-03-08,,50
E92000001,England,nation,2020-03-07,,55
E92000001,England,nation,2020-03-06,,73
E92000001,England,nation,2020-03-05,,46
E92000001,England,nation,2020-03-04,,49
E92000001,England,nation,2020-03-03,,54
E92000001,England,nation,2020-03-02,,38
E92000001,England,nation,2020-03-01,,20
E92000001,England,nation,2020-02-29,,5
E92000001,England,nation,2020-02-28,,11
E92000001,England,nation,2020-02-27,,7
E92000001,England,nation,2020-02-26,,4
E92000001,England,nation,2020-02-25,,5
E92000001,England,nation,2020-02-24,,2
E92000001,England,nation,2020-02-23,,1
E92000001,England,nation,2020-02-22,,0
E92000001,England,nation,2020-02-21,,1
E92000001,England,nation,2020-02-20,,0
E92000001,England,nation,2020-02-19,,0
E92000001,England,nation,2020-02-18,,0
E92000001,England,nation,2020-02-17,,0
E92000001,England,nation,2020-02-16,,0
E92000001,England,nation,2020-02-15,,0
E92000001,England,nation,2020-02-14,,0
E92000001,England,nation,2020-02-13,,0
E92000001,England,nation,2020-02-12,,0
E92000001,England,nation,2020-02-11,,1
E92000001,England,nation,2020-02-10,,0
E92000001,England,nation,2020-02-09,,1
E92000001,England,nation,2020-02-08,,4
E92000001,England,nation,2020-02-07,,0
E92000001,England,nation,2020-02-06,,0
E92000001,England,nation,2020-02-05,,1
E92000001,England,nation,2020-02-04,,0
E92000001,England,nation,2020-02-03,,0
E92000001,England,nation,2020-02-02,,0
E92000001,England,nation,2020-02-01,,0
E92000001,England,nation,2020-01-31,,0
E92000001,England,nation,2020-01-30,,2
